0	-0.127794	0	0	0	0	1
0	0.127794	0	0	0	0	0
0.025	-0.152794	0	0	0	0	1
0.025	0.102794	0	0	0	0	0
0.229214	-0.140323	0	0	0	0.0621988	1
0.383309	0.156419	0	0	0	0.230024	0
0.642408	-0.0159204	0	0	0	0.369834	1
0.738467	0.288961	0	0	0	0.339298	0
1.00086	0.0898602	0	0	0	0.235862	1
1.13788	0.377902	0	0	0	0.197816	0
1.38006	0.165688	0	0	0	0.197395	1
1.52193	0.454717	0	0	0	0.197424	0
1.76731	0.248409	0	0	0	0.223401	1
1.88586	0.554775	0	0	0	0.312504	0
2.14931	0.36586	0	0	0	0.285895	1
2.27623	0.656797	0	0	0	0.224677	0
2.52707	0.450331	0	0	0	0.216757	1
2.66557	0.742709	0	0	0	0.217583	0
2.73134	0.4955	0	0	0	0.218432	1
2.64187	0.732128	0	0	0	0.504533	0
2.76542	0.508386	0	0	0	0.504533	1
