0	-0.127794	0	0	0	0	1
0	0.127794	0	0	0	0	0
0.025	-0.152794	0	0	0	0	1
0.025	0.102794	0	0	0	0	0
0.122936	-0.152794	0	0	0	-4.89653e-12	1
0.219062	0.102794	0	0	0	-4.89653e-12	0
0.314718	-0.152794	0	0	0	-1.94774e-08	1
0.411336	0.102794	0	0	0	1.92734e-08	0
0.507285	-0.152794	0	0	0	9.70593e-08	1
0.602203	0.103107	0	0	0	0.00328602	0
0.701481	-0.149953	0	0	0	0.0259973	1
0.783695	0.11274	0	0	0	0.0787605	0
0.90604	-0.128305	0	0	0	0.135709	1
0.965611	0.138436	0	0	0	0.142417	0
1.09103	-0.106254	0	0	0	0.0945937	1
1.16948	0.152094	0	0	0	0.035878	0
1.27053	-0.102796	0	0	0	0.00640155	1
1.36557	0.152794	0	0	0	5.3355e-05	0
1.4616	-0.102794	0	0	0	-1.94024e-08	1
1.55985	0.152794	0	0	0	1.89523e-08	0
1.65756	-0.102794	0	0	0	-4.89653e-12	1
1.75633	0.152794	0	0	0	-4.89653e-12	0
1.85439	-0.102794	0	0	0	-4.89653e-12	1
1.95277	0.152794	0	0	0	-4.89653e-12	0
2.01011	-0.102794	0	0	0	-4.89653e-12	1
2.00772	0.152772	0	0	0	0.0187203	0
2.0125	-0.102772	0	0	0	0.0187203	1
