0	-0.127794	0	0	0	0	1
0	0.127794	0	0	0	0	0
0.025	-0.152794	0	0	0	0	1
0.025	0.102794	0	0	0	0	0
0.173294	-0.149643	0	0	0	0.0214409	1
0.308124	0.116328	0	0	0	0.0730755	0
0.478865	-0.119632	0	0	0	0.125067	1
0.594621	0.148759	0	0	0	0.0996263	0
0.755962	-0.102768	0	0	0	0.0232886	1
0.897213	0.154815	0	0	0	0.0139858	0
1.05927	-0.0812411	0	0	0	0.127634	1
1.14845	0.207859	0	0	0	0.273736	0
1.3528	-0.00826782	0	0	0	0.219258	1
1.46369	0.252417	0	0	0	0.0572344	0
1.61715	-0.00279391	0	0	0	0.0011504	1
1.763	0.252794	0	0	0	-4.89653e-12	0
1.91007	-0.002794	0	0	0	-4.89653e-12	1
2.05591	0.252796	0	0	0	1.12386e-05	0
2.20605	6.06126e-05	0	0	0	0.0191571	1
2.34386	0.262602	0	0	0	0.0486245	0
2.50887	0.0167411	0	0	0	0.0617627	1
2.64248	0.282128	0	0	0	0.0687237	0
2.90365	0.0451937	0	0	0	0.0739676	1
2.93138	0.333775	0	0	0	0.0739676	0
2.95026	0.0788863	0	0	0	0.0739676	1
2.95365	0.333479	0	0	0	-0.100565	0
2.92799	0.0791825	0	0	0	-0.100565	1
2.97553	0.32932	0	0	0	-0.275098	0
2.90611	0.0833421	0	0	0	-0.275098	1
2.99636	0.321423	0	0	0	-0.449631	0
2.88528	0.0912386	0	0	0	-0.449631	1
3.01551	0.31003	0	0	0	-0.624164	0
2.86613	0.102632	0	0	0	-0.624164	1
3.03238	0.295485	0	0	0	-0.798697	0
2.84926	0.117177	0	0	0	-0.798697	1
